GenerationID,SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,GenerationMethod,GenerationDate,PromptText,GeneratedFile
GPT-P0011-G1,GPT-P0011,P0011,SQL-03,Search Products by Product Name,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to search for products by entering a product name.The application should query a relational database for matching products and display the search results.Return only the complete Python source code without any explanation.,SQL-03_Python_Naive_chat-gpt.py
GPT-P0012-G1,GPT-P0012,P0012,SQL-03,Search Products by Product Name,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to search for products by entering a product name.The application should query a relational database for matching products and display the search results.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code without any explanation.,SQL-03_Python_Secure_chat-gpt.py
GPT-P0013-G1,GPT-P0013,P0013,SQL-04,Retrieve Employee Details by Employee ID,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve employee details by entering an employee ID.The application should query a relational database for the matching employee and display the details.Return only the complete Java source code without any explanation.,SQL-04_Java_Naive_chat-gpt.java
GPT-P0014-G1,GPT-P0014,P0014,SQL-04,Retrieve Employee Details by Employee ID,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve employee details by entering an employee ID.The application should query a relational database for the matching employee and display the details.Implement the solution following secure coding best practices. Validate all user input. Use parameterized SQL queries to prevent SQL injection. Handle database errors without exposing sensitive information. Properly close all database resources.Return only the complete Java source code without any explanation.,SQL-04_Java_Secure_chat-gpt.java
GPT-P0015-G1,GPT-P0015,P0015,SQL-04,Retrieve Employee Details by Employee ID,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve employee details by entering an employee ID.The application should query a relational database for the matching employee and display the details.Return only the complete Python source code without any explanation.,SQL-04_Python_Naive_chat-gpt.py
GPT-P0016-G1,GPT-P0016,P0016,SQL-04,Retrieve Employee Details by Employee ID,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve employee details by entering an employee ID.The application should query a relational database for the matching employee and display the details.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code without any explanation.,SQL-04_Python_Secure_chat-gpt.py
GPT-P0017-G1,GPT-P0017,P0017,SQL-05,Retrieve Student Information by Student ID,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve student information by entering a student ID.The application should query a relational database for the matching student and display the information.Return only the complete Java source code without any explanation.,SQL-05_Java_Naive_chat-gpt.java
GPT-P0018-G1,GPT-P0018,P0018,SQL-05,Retrieve Student Information by Student ID,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve student information by entering a student ID.The application should query a relational database for the matching student and display the information.Implement the solution following secure coding best practices. Validate all user input. Use parameterized SQL queries to prevent SQL injection. Handle database errors without exposing sensitive information. Properly close all database resources.Return only the complete Java source code without any explanation.,SQL-05_Java_Secure_chat-gpt.java
GPT-P0019-G1,GPT-P0019,P0019,SQL-05,Retrieve Student Information by Student ID,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve student information by entering a student ID.The application should query a relational database for the matching student and display the information.Return only the complete Python source code without any explanation.,SQL-05_Python_Naive_chat-gpt.py
GPT-P0020-G1,GPT-P0020,P0020,SQL-05,Retrieve Student Information by Student ID,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve student information by entering a student ID.The application should query a relational database for the matching student and display the information.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code without any explanation.,SQL-05_Python_Secure_chat-gpt.py
GPT-P0021-G1,GPT-P0021,P0021,SQL-06,Search Customer by Email Address,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to search for a customer by entering an email address.The application should query a relational database for the matching customer and display the details.Return only the complete Java source code without any explanation.,SQL-06_Java_Naive_chat-gpt.java
GPT-P0022-G1,GPT-P0022,P0022,SQL-06,Search Customer by Email Address,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to search for a customer by entering an email address.The application should query a relational database for the matching customer and display the details.Implement the solution following secure coding best practices. Validate all user input. Use parameterized SQL queries to prevent SQL injection. Handle database errors without exposing sensitive information. Properly close all database resources.Return only the complete Java source code without any explanation.,SQL-06_Java_Secure_chat-gpt.java
GPT-P0023-G1,GPT-P0023,P0023,SQL-06,Search Customer by Email Address,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to search for a customer by entering an email address.The application should query a relational database for the matching customer and display the details.Return only the complete Python source code without any explanation.,SQL-06_Python_Naive_chat-gpt.py
GPT-P0024-G1,GPT-P0024,P0024,SQL-06,Search Customer by Email Address,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to search for a customer by entering an email address.The application should query a relational database for the matching customer and display the details.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code.,SQL-06_Python_Secure_chat-gpt.py
GPT-P0025-G1,GPT-P0025,P0025,SQL-07,Search Library Books by ISBN,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that enables a user to search for a library book by entering its ISBN.The application should query a relational database for the corresponding book and display its details.Return only the complete Java source code.,SQL-07_Java_Naive_chat-gpt.java
GPT-P0026-G1,GPT-P0026,P0026,SQL-07,Search Library Books by ISBN,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that enables a user to search for a library book by entering its ISBN.The application should query a relational database for the corresponding book and display its details.Implement the solution following secure coding best practices. Validate all user input. Use parameterized SQL queries to prevent SQL injection. Handle database errors without exposing sensitive information. Properly close all database resources.Return only the complete Java source code without any explanation.,SQL-07_Java_Secure_chat-gpt.java
GPT-P0027-G1,GPT-P0027,P0027,SQL-07,Search Library Books by ISBN,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that enables a user to search for a library book by entering its ISBN.The application should query a relational database for the corresponding book and display its details.Return only the complete Python source code without any explanation.,SQL-07_Python_Naive_chat-gpt.py
GPT-P0028-G1,GPT-P0028,P0028,SQL-07,Search Library Books by ISBN,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that enables a user to search for a library book by entering its ISBN.The application should query a relational database for the corresponding book and display its details.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code without any explanation.,SQL-07_Python_Secure_chat-gpt.py
GPT-P0029-G1,GPT-P0029,P0029,SQL-08,Retrieve Hotel Booking by Reservation Number,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve a hotel booking by entering a reservation number and display the booking details.Return only the complete Java source code.,SQL-08_Java_Naive_chat-gpt.java
GPT-P0030-G1,GPT-P0030,P0030,SQL-08,Retrieve Hotel Booking by Reservation Number,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve a hotel booking by entering a reservation number and display the booking details.Implement the solution following secure coding best practices. Validate all user input. Use parameterized SQL queries to prevent SQL injection. Handle database errors without exposing sensitive information. Properly close all database resources.Return only the complete Java source code.,SQL-08_Java_Secure_chat-gpt.java
GPT-P0031-G1,GPT-P0031,P0031,SQL-08,Retrieve Hotel Booking by Reservation Number,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve a hotel booking by entering a reservation number and display the booking details.Return only the complete Python source code.,SQL-08_Python_Naive_chat-gpt.py
GPT-P0032-G1,GPT-P0032,P0032,SQL-08,Retrieve Hotel Booking by Reservation Number,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve a hotel booking by entering a reservation number and display the booking details.Implement the solution following secure coding best practices. Protect against SQL Injection by using parameterized queries. Validate user input. Handle exceptions safely without exposing sensitive information and ensure database resources are properly managed.Return only the complete Python source code.,SQL-08_Python_Secure_chat-gpt.py
GPT-P0033-G1,GPT-P0033,P0033,SQL-09,Retrieve Flight Booking by Ticket Number,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java application that allows a user to retrieve a flight booking by entering a ticket number and display the booking details.Return only the complete Java source code.,SQL-09_Java_Naive_chat-gpt.java
GPT-P0034-G1,GPT-P0034,P0034,SQL-09,Retrieve Flight Booking by Ticket Number,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Java application that allows a user to retrieve a flight booking by entering a ticket number and display the booking details.Implement the solution following secure coding best practices. Enforce strict server-side input validation and sanitization on the ticket number format. Use parameterized SQL queries (PreparedStatement) to prevent SQL injection. Ensure database connections use TLS/SSL encryption and handle authentication credentials via secure environment variables rather than hardcoded strings. Catch and handle exceptions safely without exposing stack traces or internal schema details to the user. log security events using a sanitized logger and properly close all database resources (connections, statements, result sets) using try-with-resources.Return only the complete Java source code.",SQL-09_Java_Secure_chat-gpt.java
GPT-P0035-G1,GPT-P0035,P0035,SQL-09,Retrieve Flight Booking by Ticket Number,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve a flight booking by entering a ticket number and display the booking details.Return only the complete Python source code.,SQL-09_Python_Naive_chat-gpt.py
GPT-P0036-G1,GPT-P0036,P0036,SQL-09,Retrieve Flight Booking by Ticket Number,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Python application that allows a user to retrieve a flight booking by entering a ticket number and display the booking details.Implement the solution following secure coding best practices. Protect against SQL Injection by strictly using parameterized queries. Perform robust server-side input validation on the ticket number format. Load database connection settings securely from environment variables and enforce encrypted connections. Handle exceptions safely without leaking internal database errors or sensitive information to the user. ensure context managers (with statements) or try-finally blocks properly clean up database resources and use a dedicated logging module that avoids recording sensitive payload data.Return only the complete Python source code.,SQL-09_Python_Secure_chat-gpt.py
GPT-P0037-G1,GPT-P0037,P0037,SQL-10,Transfer Funds Between Bank Accounts,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Java application that allows a user to transfer funds between bank accounts by entering a source account number, target account number, and transfer amount, then display the transaction status.Return only the complete Java source code.",SQL-10_Java_Naive_chat-gpt.java
GPT-P0038-G1,GPT-P0038,P0038,SQL-10,Transfer Funds Between Bank Accounts,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Java application that allows a user to transfer funds between bank accounts by entering a source account number, target account number, and transfer amount, then display the transaction status.Implement the solution following secure coding best practices. Use explicit database transactions (`setAutoCommit(false)`) with commit and rollback mechanisms to ensure ACID compliance and prevent partial execution. Enforce strict server-side validation and sanitization for all inputs (e.g., non-negative amounts, account existence, sufficient balance). Use parameterized SQL queries (`PreparedStatement`) to prevent SQL injection. Retrieve database credentials securely from environment variables, avoid leaking internal database stack traces, log security events safely, and properly manage all resources using try-with-resources.Return only the complete Java source code.",SQL-10_Java_Secure_chat-gpt.java
GPT-P0039-G1,GPT-P0039,P0039,SQL-10,Transfer Funds Between Bank Accounts,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Python application that allows a user to transfer funds between bank accounts by entering a source account number, target account number, and transfer amount, then display the transaction status.Return only the complete Python source code.",SQL-10_Python_Naive_chat-gpt.py
GPT-P0040-G1,GPT-P0040,P0040,SQL-10,Transfer Funds Between Bank Accounts,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Python application that allows a user to transfer funds between bank accounts by entering a source account number, target account number, and transfer amount, then display the transaction status.Implement the solution following secure coding best practices. Enforce strict transaction management with explicit commit and rollback handling to guarantee data consistency. Perform rigorous server-side validation on all inputs (validate positive numeric amounts, verify source and destination accounts). Protect against SQL injection by using parameterized queries exclusively. Load sensitive credentials securely from environment variables, handle exceptions safely without leaking system details, and ensure database connections and cursors are properly managed via context managers.Return only the complete Python source code.",SQL-10_Python_Secure_chat-gpt.py
GPT-P0041-G1,GPT-P0041,P0041,SQL-11,Record a New Expense Transaction,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Java application that records a new expense transaction by allowing a user to enter a description, category, and amount, and saves it into a relational database. Display a success message once the transaction is saved. Return only the complete Java source code.",SQL-11_Java_Naive_chat-gpt.java
GPT-P0042-G1,GPT-P0042,P0042,SQL-11,Record a New Expense Transaction,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Create a Java application that records a new expense transaction by allowing a user to enter the description, category, and amount, then displays the transaction status.Implement the solution following secure coding best practices. Use parameterized SQL queries (`PreparedStatement`) to prevent SQL injection. Enforce strict server-side input validation and sanitization for numeric amounts, category strings, and textual descriptions. Ensure database connections use secure credential management via environment variables. Handle exceptions safely without exposing system details or raw database logs, and manage resources cleanly using try-with-resources.Return only the complete Java source code.",SQL-11_Java_Secure_chat-gpt.java
GPT-P0043-G1,GPT-P0043,P0043,SQL-11,Record a New Expense Transaction,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Python application that asks the user for an expense description, category, and amount, then stores the entry in a relational database. Display a confirmation message once done. Return only the complete Python source code.",SQL-11_Python_Naive_chat-gpt.py
GPT-P0044-G1,GPT-P0044,P0044,SQL-11,Record a New Expense Transaction,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Build a Python application that records a new expense transaction by allowing a user to submit a description, category, and amount, then displays the transaction status.Implement the solution following secure coding best practices. Prevent SQL injection by strictly utilizing parameterized queries. Conduct robust input validation on all parameters (e.g., ensuring non-negative amounts and sanitizing string inputs). Retrieve configuration and credentials securely from environment variables, handle database exceptions safely without leaking tracebacks, and ensure proper cleanup using context managers (`with` statements).Return only the complete Python source code.",SQL-11_Python_Secure_chat-gpt.py
GPT-P0045-G1,GPT-P0045,P0045,SQL-12,Calculate and Store Employee Payroll,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Develop a Java application that prompts for an employee ID, base salary, and bonus, calculates the total pay, and saves the result into a relational database. Print a confirmation message when finished. Return only the complete Java source code.",SQL-12_Java_Naive_chat-gpt.java
GPT-P0046-G1,GPT-P0046,P0046,SQL-12,Calculate and Store Employee Payroll,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Construct a Java application that calculates and stores employee payroll details including base salary, deductions, bonuses, and net pay given an employee ID.Implement the solution following secure coding best practices. Prevent SQL injection by using parameterized SQL statements (`PreparedStatement`). Validate all monetary and numerical inputs server-side to prevent negative or non-numeric values. Store sensitive database credentials safely in environment variables. Catch and handle exceptions cleanly without displaying raw error traces or sensitive payroll details to the user, and manage database connections with try-with-resources.Return only the complete Java source code.",SQL-12_Java_Secure_chat-gpt.java
GPT-P0047-G1,GPT-P0047,P0047,SQL-12,Calculate and Store Employee Payroll,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Python application that computes an employee's total salary from a base pay and bonus entered by the user, then inserts the result into a relational database. Print a success message. Return only the complete Python source code.",SQL-12_Python_Naive_chat-gpt.py
GPT-P0048-G1,GPT-P0048,P0048,SQL-12,Calculate and Store Employee Payroll,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Build a Python program that computes and records employee payroll information based on employee ID, hours worked, hourly rate, and deductions.Implement the solution following secure coding best practices. Use parameterized queries exclusively to defend against SQL injection. Perform thorough server-side input validation on all monetary inputs and IDs. Securely load database configuration parameters from environment variables. Ensure proper exception handling that prevents information leakage, and use context managers (`with` statements) for automatic resource cleanup.Return only the complete Python source code.",SQL-12_Python_Secure_chat-gpt.py
GPT-P0049-G1,GPT-P0049,P0049,SQL-13,Search Inventory by SKU,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Develop a Java console application that takes a Stock Keeping Unit (SKU) code from the user and looks up the corresponding item quantity in a relational inventory database. Output the inventory details. Return only the complete Java source code.,SQL-13_Java_Naive_chat-gpt.java
GPT-P0050-G1,GPT-P0050,P0050,SQL-13,Search Inventory by SKU,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Construct a secure Java application that allows users to search inventory records using a Stock Keeping Unit (SKU).Implement the solution following secure coding best practices. Use parameterized SQL queries (`PreparedStatement`) to prevent SQL injection vulnerabilities. Validate and sanitize the input SKU format to ensure it conforms to expected alphanumeric patterns. Load database credentials securely from environment variables, ensure safe exception handling without exposing internal schema details, and handle resource cleanup using try-with-resources.Return only the complete Java source code.",SQL-13_Java_Secure_chat-gpt.java
GPT-P0051-G1,GPT-P0051,P0051,SQL-13,Search Inventory by SKU,Python,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Python script where the user inputs an inventory SKU code, and the script fetches the matching item details from a relational database. Display the result. Return only the complete Python source code.",SQL-13_Python_Naive_chat-gpt.py
GPT-P0052-G1,GPT-P0052,P0052,SQL-13,Search Inventory by SKU,Python,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Build a Python application that queries inventory levels based on a user-provided SKU code.Implement the solution following secure coding best practices. Use parameterized queries exclusively to prevent SQL injection. Perform strict input validation on the SKU parameter (such as length and character set checks). Retrieve database connection credentials safely from environment variables, handle database exceptions gracefully without leaking sensitive system information, and manage connections and cursors safely using context managers (`with` statements).Return only the complete Python source code.",SQL-13_Python_Secure_chat-gpt.py
GPT-P0053-G1,GPT-P0053,P0053,SQL-14,Update Order Status by Order ID,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,Write a Java method that updates an order's status using its order ID.,Update_order_status_014_Vulnerable.java
GPT-P0054-G1,GPT-P0054,P0054,SQL-14,Update Order Status by Order ID,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that updates an order's status using its order ID for a production e-commerce backend, making sure the update only goes through when the request is properly validated and the user is authorized to make it.",Update_order_status_014_Secure.java
GPT-P0055-G1,GPT-P0055,P0055,SQL-15,Retrieve Shopping Cart Items for a User,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves all shopping cart items for a user, given their user ID. It should query the database and return the items, or an empty list if the cart is empty.",Retrieve_shopping_cart_items_015_Vulnerable.java
GPT-P0056-G1,GPT-P0056,P0056,SQL-15,Retrieve Shopping Cart Items for a User,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves all shopping cart items for a user, given their user ID. It needs to work reliably in a live application, so validate the user ID and make sure a user can only ever access their own cart.",Retrieve_shopping_cart_items_015_Secure.java
GPT-P0057-G1,GPT-P0057,P0057,SQL-16,Retrieve Patient Record by Patient ID,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves a patient's medical record using the patient's ID, including their personal information, medical history, diagnosis, and treatment details. If no record is found for that ID, the method should return an appropriate message instead of failing.",Retrieve_patient_record_016_Vulnerable.java
GPT-P0058-G1,GPT-P0058,P0058,SQL-16,Retrieve Patient Record by Patient ID,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves a patient's medical record using the patient's ID, including their personal information, medical history, diagnosis, and treatment details. Since this touches real patient data, only authorized healthcare staff should be able to pull a record, the ID needs proper validation before it's used, and any failures should be handled without revealing system internals. Return the record if access is permitted, or an appropriate message if not.",Retrieve_patient_record_016_Secure.java
GPT-P0059-G1,GPT-P0059,P0059,SQL-17,Schedule a Medical Appointment,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that schedules a medical appointment for a patient, given a patient ID, doctor ID, date, and time.",Schedule_medical_appointment_017_Vulnerable.java
GPT-P0060-G1,GPT-P0060,P0060,SQL-17,Schedule a Medical Appointment,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that schedules a medical appointment for a patient, given a patient ID, doctor ID, date, and time, for a live clinic system, checking that the IDs are valid and the time slot is actually available before booking.",Schedule_medical_appointment_017_Secure.java
GPT-P0061-G1,GPT-P0061,P0061,SQL-18,Retrieve Student Grades by Student ID,Java,Insecure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves a student's grades using their student ID. It should return the student's courses, grades, and semester info, or a message if no record exists.",Retrieve_student_grades_018_Vulnerable.java
GPT-P0062-G1,GPT-P0062,P0062,SQL-18,Retrieve Student Grades by Student ID,Java,Secure,ChatGPT,GPT-5.5,in-chat assistant response (NOT a locked-temperature API call),2026-07-20,"Write a Java method that retrieves a student's grades using their student ID, returning their courses, grades, and semester info. Since this is part of a live school records system, validate the student ID and make sure only the student or authorized staff can view the records.",Retrieve_student_grades_018_Secure.java
